"uniprot_id","protein_name","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q174K3","IGF2BP3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL006876",NA,NA,NA,"mRNA transport; regulation of translation","RNA binding","Igf2 mRNA binding protein","IGF2BP3","KH_1,RRM_1","RNA recognition motif domain","RNA recognition motif","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179N7","Q179N7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport","metal ion binding; serotonin binding; serotonin:sodium:chloride symporter activity","Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family",NA,"SNF","Sodium:neurotransmitter symporter","Sodium:neurotransmitter symporter family","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179X5","CALB1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL005463",NA,NA,NA,"regulation of long-term synaptic potentiation; regulation of presynaptic cytosolic calcium ion concentration","calcium ion binding","Calcium ion binding","CALB1","EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7","EF-hand domain","EF-hand domain pair","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17B43","Q17B43","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL005099","Rap GTPase-activating protein.",NA,NA,"regulation of small GTPase mediated signal transduction","GTPase activator activity","Rap/ran-GAP",NA,"BACK,BTB,Rap_GAP",NA,"Rap/Ran-GAP protein dimerization domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17B44","Q17B44","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL005089",NA,NA,NA,NA,NA,NA,NA,"LIM",NA,NA,"GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C39","CDK5R1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL004717",NA,NA,NA,"axon guidance","cyclin-dependent protein serine/threonine kinase activator activity; protein kinase binding","Cyclin-dependent kinase 5 activator","CDK5R1","CDK5_activator","Cyclin-dependent kinase 5 activator","Cyclin-dependent kinase 5 activator protein","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CG1","SYN3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL004549",NA,NA,NA,"neurotransmitter secretion",NA,"Synapsin, ATP binding domain","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, ATP-binding domain","Synapsin, ATP binding domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Q17E44","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","Protein kinase domain","Protein kinase domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L66","Eif4enif1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL001468",NA,NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L67","Eif4enif1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL001454",NA,NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX1","Q17MX1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL000868",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.",NA,"PDZ","PDZ domain","PDZ domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE98","Q0IE98","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL012979",NA,NA,NA,"axon guidance; imaginal disc-derived wing morphogenesis; ommatidial rotation; positive regulation of neurogenesis; R3/R4 cell differentiation; regulation of growth; regulation of plasma membrane bounded cell projection organization",NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE99","Q0IE99","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFC5","APLP2","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL005895",NA,NA,NA,"axonogenesis; central nervous system development","heparin binding; transition metal ion binding","beta-amyloid precursor protein C-terminus","APLP2","APP_Cu_bd,APP_E2,APP_N,APP_amyloid,Beta-APP,Kunitz_BPTI","Amyloidogenic glycoprotein, copper-binding","Copper-binding of amyloid precursor, CuBD","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I15","chinmo","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL013830","Bmp-induced factor.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LU2","NRG2","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL012517",NA,NA,NA,NA,NA,"pro-neuregulin-2, membrane-bound","NRG2","EGF,I-set,Neuregulin","Vein, beta-barrel domain","Vein beta-barrel","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M53","PUM2","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL012420",NA,NA,NA,"post-transcriptional regulation of gene expression","mRNA 3'-UTR binding","Pumilio-family RNA binding repeat","PUM2","PUF","Pumilio RNA-binding repeat","Pumilio-family RNA binding repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M54","Q16M54","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL012416",NA,NA,NA,NA,NA,"mRNA binding",NA,NA,NA,NA,"GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16UC4","HOXB7","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL009947","Homeotic antennapedia protein, putative.","Homeotic protein antennapedia","Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis","anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Homeotic antennapedia protein","HOXB7","Homeobox","Homeodomain","Homeodomain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Y82","Q16Y82","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL008622",NA,"Stress-activated protein kinase JNK","Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,"ATP binding; MAP kinase activity; protein serine kinase activity","Mitogen-activated protein kinase",NA,"Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EB3","chinmo","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL003861",NA,NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II",NA,"Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GI1","Mkk4","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL003013","AAEL003013-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,"cellular response to stress","ATP binding; JUN kinase kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity","Mitogen-activated protein kinase kinase 4","Mkk4","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HG6","Q17HG6","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL002690",NA,NA,NA,"motor neuron axon guidance",NA,"Beat protein",NA,"C2-set_2,Ig_3","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IA0","ATP6AP2","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL002411",NA,NA,NA,"positive regulation of Wnt signaling pathway","signaling receptor activity","Renin receptor-like protein","ATP6AP2","Renin_r","Renin receptor, N-terminal domain","Renin receptor N-terminal domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K20","Q17K20","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL001832",NA,NA,NA,"positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of fibroblast growth factor receptor signaling pathway; signal transduction",NA,"Ras association (RalGDS/AF-6) domain",NA,"RA","Ras-associating domain","Ras association (RalGDS/AF-6) domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17M42","DBNL","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"AAEL001104",NA,NA,NA,"neuron projection morphogenesis; positive regulation of axon extension; postsynaptic actin cytoskeleton organization; regulation of actin filament polymerization","actin filament binding","Actin depolymerisation factor/cofilin -like domains","DBNL","Cofilin_ADF,SH3_1,SH3_9","SH3 domain","SH3 domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE98","Q0IE98","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0060322","Head development",8,169,1.13,0.93,0.00032,"AAEL012979",NA,NA,NA,"axon guidance; imaginal disc-derived wing morphogenesis; ommatidial rotation; positive regulation of neurogenesis; R3/R4 cell differentiation; regulation of growth; regulation of plasma membrane bounded cell projection organization",NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE99","Q0IE99","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0060322","Head development",8,169,1.13,0.93,0.00032,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFC5","APLP2","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0060322","Head development",8,169,1.13,0.93,0.00032,"AAEL005895",NA,NA,NA,"axonogenesis; central nervous system development","heparin binding; transition metal ion binding","beta-amyloid precursor protein C-terminus","APLP2","APP_Cu_bd,APP_E2,APP_N,APP_amyloid,Beta-APP,Kunitz_BPTI","Amyloidogenic glycoprotein, copper-binding","Copper-binding of amyloid precursor, CuBD","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I15","chinmo","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0060322","Head development",8,169,1.13,0.93,0.00032,"AAEL013830","Bmp-induced factor.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LU2","NRG2","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0060322","Head development",8,169,1.13,0.93,0.00032,"AAEL012517",NA,NA,NA,NA,NA,"pro-neuregulin-2, membrane-bound","NRG2","EGF,I-set,Neuregulin","Vein, beta-barrel domain","Vein beta-barrel","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16UC4","HOXB7","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0060322","Head development",8,169,1.13,0.93,0.00032,"AAEL009947","Homeotic antennapedia protein, putative.","Homeotic protein antennapedia","Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis","anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Homeotic antennapedia protein","HOXB7","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Y82","Q16Y82","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0060322","Head development",8,169,1.13,0.93,0.00032,"AAEL008622",NA,"Stress-activated protein kinase JNK","Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,"ATP binding; MAP kinase activity; protein serine kinase activity","Mitogen-activated protein kinase",NA,"Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EB3","chinmo","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0060322","Head development",8,169,1.13,0.93,0.00032,"AAEL003861",NA,NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II",NA,"Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
