species,mirna,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,annotation,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id,protein_name,gene_primary,cc_function,go_p,go_f
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17F44,AAEL003564,AAEL003564-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,L-serine deaminase,5578555,NA,isoleucine biosynthetic process; L-serine catabolic process; threonine catabolic process,L-serine ammonia-lyase activity; threonine deaminase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17F71,AAEL003506,AAEL003506-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,brain development; neuron differentiation,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17FE8,AAEL003407,AAEL003407-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,mRNA 3'-UTR binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17FE9,AAEL003414,AAEL003414-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17FU6,AAEL003292,AAEL003292-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,signal transduction,GTPase activator activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17FU7,AAEL003304,AAEL003304-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17FX3,AAEL003267,AAEL003267-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,autophagosome-lysosome fusion,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17G69,AAEL003169,AAEL003169-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17G70,AAEL003167,AAEL003167-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17GF2,AAEL003109,AAEL003109-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,GB1/RHD3-type G domain-containing protein,5577060,NA,NA,GTP binding; GTPase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17GJ0,AAEL003001,AAEL003001-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5580266,NA,NA,histone binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17GP3,AAEL002938,Skd/vacuolar sorting; Belongs to the AAA ATPase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,vesicle-fusing ATPase,110673991,NA,endosomal transport; vacuole organization,ATP binding; ATP hydrolysis activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17GP4,AAEL002936,AAEL002936-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,endoplasmic reticulum membrane organization; endoplasmic reticulum-plasma membrane tethering,FFAT motif binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17GX9,AAEL002851,"Tubulin beta chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Tubulin beta chain,5576244,"Tubulin is the major constituent of microtubules, a cylinder consisting of laterally associated linear protofilaments composed of alpha- and beta-tubulin heterodimers. Microtubules grow by the addition of GTP-tubulin dimers to the microtubule end, where a stabilizing cap forms. Below the cap, tubulin dimers are in GDP-bound state, owing to GTPase activity of alpha-tubulin",microtubule-based process,GTP binding; GTPase activity; structural constituent of cytoskeleton
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17H51,AAEL002813,"ATP synthase-coupling factor 6, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain; Belongs to the eukaryotic ATPase subunit F6 family.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,"ATP synthase-coupling factor 6, mitochondrial",NA,Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain,proton motive force-driven ATP synthesis,proton transmembrane transporter activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17H75,AAEL002761,Putative tropomyosin invertebrate; Belongs to the tropomyosin family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5575995,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17HS6,AAEL002594,AAEL002594-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17I67,AAEL002451,Zinc finger protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,negative regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding"
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17IK5,AAEL002321,AAEL002321-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17IL0,AAEL002287,Trans-prenyltransferase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,isoprenoid biosynthetic process; pheromone biosynthetic process; ubiquinone biosynthetic process,prenyltransferase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17IU2,AAEL002219,Palmitoyltransferase; Belongs to the DHHC palmitoyltransferase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Palmitoyltransferase,5573953,NA,NA,protein-cysteine S-palmitoyltransferase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17J05,AAEL002188,AAEL002188-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,negative regulation of signal transduction,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17J06,AAEL002220,AAEL002220-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,negative regulation of signal transduction,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17J24,AAEL002164,AAEL002164-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17J25,AAEL002162,AAEL002162-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17J26,AAEL002168,AAEL002168-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17J27,AAEL002169,AAEL002169-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17J33,AAEL002171,Ubiquitin specific proteinase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17JY3,AAEL001861,AAEL001861-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein import into nucleus; protein localization to nuclear inner membrane; RNA export from nucleus; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,structural constituent of nuclear pore
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17K23,AAEL001798,AAEL001798-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5572463,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17K38,AAEL001818,AAEL001818-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17K93,AAEL001749,Rhomboid-like protein; Belongs to the peptidase S54 family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Peptidase S54 rhomboid domain-containing protein,5572280,NA,NA,serine-type endopeptidase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17KU1,AAEL001567,Myocyte-specific enhancer factor 2d.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell differentiation; heart development; positive regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; histone deacetylase binding; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17L66,AAEL001468,AAEL001468-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,negative regulation of translation,mRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17L67,AAEL001454,AAEL001454-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,negative regulation of translation,mRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17LI9,AAEL001340,AAEL001340-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Coiled-coil domain-containing protein 39,NA,"Required for assembly of dynein regulatory complex (DRC) and inner dynein arm (IDA) complexes, which are responsible for ciliary beat regulation, thereby playing a central role in motility in cilia and flagella. Probably acts together with CCDC40 to form a molecular ruler that determines the 96 nanometer (nm) repeat length and arrangements of components in cilia and flagella. Not required for outer dynein arm complexes assembly",cilium-dependent cell motility; epithelial cilium movement involved in determination of left/right asymmetry; inner dynein arm assembly,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17LP8,AAEL001273,AAEL001273-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5569619,NA,COPII-coated vesicle cargo loading; intracellular protein transport,SNARE binding; zinc ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17LV1,AAEL001237,AAEL001237-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17MI1,AAEL001005,Calreticulin.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Calreticulin,NA,"Molecular calcium-binding chaperone promoting folding, oligomeric assembly and quality control in the ER via the calreticulin/calnexin cycle. This lectin may interact transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER",ERAD pathway; protein folding,calcium ion binding; carbohydrate binding; unfolded protein binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17MT6,ARK,Apaf-1 Related Killer.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,ARK,NA,apoptotic process,ADP binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17MX1,AAEL000868,AAEL000868-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17MX6,AAEL000908,AAEL000908-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17MX7,AAEL000891,AAEL000891-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17N01,AAEL000860,AAEL000860-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5567249,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17N19,AAEL000818,Putative G-protein coupled receptor (GPCR).,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,G protein-coupled receptor activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NC1,AAEL000729,AAEL000729-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of translation,mRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NC4,AAEL000723,AAEL000723-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NE5,AAEL000741,Ecdysone-induced protein 74EF (ETS transcription factor E74A).,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell differentiation,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NG1,AAEL000682,AAEL000682-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,dioxygenase activity; metal ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NG8,AAEL000703,"Alpha-1,4 glucan phosphorylase; Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,"Alpha-1,4 glucan phosphorylase",5565921,"Allosteric enzyme that catalyzes the rate-limiting step in glycogen catabolism, the phosphorolytic cleavage of glycogen to produce glucose-1-phosphate, and plays a central role in maintaining cellular and organismal glucose homeostasis",glycogen catabolic process,glycogen phosphorylase activity; pyridoxal phosphate binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NJ1,TOLL8,AAEL000633-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5565427,NA,signal transduction,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NM9,AAEL000649,AAEL000649-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,VTT domain-containing protein,5565417,NA,regulation of cytosolic calcium ion concentration,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NP6,AAEL000597,AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,Cadherins are calcium-dependent cell adhesion proteins,animal organ morphogenesis; cell migration; establishment of planar polarity; establishment or maintenance of cell polarity; homophilic cell adhesion via plasma membrane adhesion molecules; neuron projection development,beta-catenin binding; cadherin binding; calcium ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NT7,DNR1,AAEL000590-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,RING-type E3 ubiquitin transferase,5564297,NA,animal organ morphogenesis; neuron differentiation; protein ubiquitination; ubiquitin-dependent protein catabolic process,ubiquitin-protein transferase activity; zinc ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17NY9,AAEL000542,Amine oxidase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Amine oxidase,5563688,"Catalyzes the oxidative deamination of primary and some secondary amines such as neurotransmitters, and exogenous amines including the tertiary amine, neurotoxin 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP), with concomitant reduction of oxygen to hydrogen peroxide and participates in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral tissues. Preferentially degrades benzylamine and phenylethylamine",NA,primary methylamine oxidase activity
