"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q171N7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007569","AAEL007569-PA.",NA,NA,NA,"voltage-gated calcium channel activity","Dihydropyridine-sensitive l-type calcium channel","CACHD1","VWA,VWA_N","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q172J7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007359","Guanylate cyclase.","Guanylate cyclase",NA,"intracellular signal transduction; receptor guanylyl cyclase signaling pathway","adenylate cyclase activity; ATP binding; guanylate cyclase activity; peptide receptor activity; protein kinase activity","Retinal guanylate cyclase","GUCY2D","ANF_receptor,Guanylate_cyc,HNOBA,Pkinase_Tyr","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q172L3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007331","AAEL007331-PA.",NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q173B0","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007217","AAEL007217-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q173C1","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007197","AAEL007197-PA.",NA,NA,NA,"L-amino acid transmembrane transporter activity","amino acid transporter",NA,"Aa_trans","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q173U8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007019","Phosphate transporter; Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport. Belongs to the inorganic phosphate transporter (PiT) (TC 2.A.20) family.","Phosphate transporter","Sodium-phosphate symporter","phosphate ion transmembrane transport","phosphate transmembrane transporter activity","Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport","SLC20A2","PHO4","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174W8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"GPRFZ2","AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","G protein-coupled receptor activity; Wnt receptor activity; Wnt-protein binding","Belongs to the G-protein coupled receptor Fz Smo family","FZD5","Frizzled,Fz","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q176W7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL006234","Hexosyltransferase.","Hexosyltransferase",NA,"protein O-linked glycosylation","hexosyltransferase activity","Galactosyltransferase",NA,"Galactosyl_T","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q176Y4","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL006219","Heparan sulphate 2-o-sulfotransferase.",NA,NA,NA,"sulfotransferase activity","Sulfotransferase family",NA,"Sulfotransfer_2","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q178E9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL005937","AAEL005937-PA.",NA,NA,NA,"ABC-type transporter activity; ATP binding; ATP hydrolysis activity","ABC transporter transmembrane region","ABCC4","ABC_membrane,ABC_tran","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179E9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL005655","AAEL005655-PA.",NA,NA,"early endosome to Golgi transport; protein transport","phosphatidylinositol binding","Vps5 C terminal like","SNX2","PX,Sorting_nexin,Vps5","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179N7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport","metal ion binding; serotonin binding; serotonin:sodium:chloride symporter activity","Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family",NA,"SNF","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179Z3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL005448","AAEL005448-PA; Belongs to the protein kinase superfamily. Tyr protein kinase family.",NA,NA,"cell surface receptor protein tyrosine kinase signaling pathway","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine kinase, catalytic domain",NA,"Pkinase_Tyr","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17AC7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL005315","AAEL005315-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17AJ3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL005281","AAEL005281-PA.","Ima1 N-terminal domain-containing protein",NA,"nuclear migration along microtubule","actin filament binding; lamin binding","Ima1 N-terminal domain","TMEM201","DUF2448,Ima1_N","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17AX2","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL005160","Sulphate transporter.",NA,NA,"transmembrane transport",NA,"STAS domain","SLC26A11","STAS,Sulfate_transp","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BE2","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL004974","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase; Belongs to the glycosyltransferase 43 family.","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase",NA,"carbohydrate metabolic process; chondroitin sulfate proteoglycan biosynthetic process; protein glycosylation","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity; metal ion binding","Belongs to the glycosyltransferase 43 family","GlcAT-S","Glyco_transf_43","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CG1","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL004549","AAEL004549-PA.",NA,NA,"neurotransmitter secretion",NA,"Synapsin, ATP binding domain","SYN3","Synapsin,Synapsin_C,Synapsin_N","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CP3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL004464","AAEL004464-PA.",NA,NA,NA,"transmembrane transporter activity","Organic cation transporter",NA,"MFS_1,Sugar_tr","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CP4","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL004478","AAEL004478-PA.",NA,NA,NA,NA,"Belongs to the two pore domain potassium channel (TC 1.A.1.8) family",NA,"Ion_trans_2","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CP5","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL004463","AAEL004463-PA; Belongs to the two pore domain potassium channel (TC 1.A.1.8) family.",NA,NA,"stabilization of membrane potential","outward rectifier potassium channel activity; potassium ion leak channel activity","Belongs to the two pore domain potassium channel (TC 1.A.1.8) family",NA,"Ion_trans_2","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17D24","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL004351","AAEL004351-PC; Belongs to the protein kinase superfamily.","non-specific serine/threonine protein kinase",NA,"regulation of protein localization; Wnt signaling pathway","ATP binding; protein serine/threonine kinase activity","Casein kinase 1 gamma C terminal","CSNK1G2","CK1gamma_C,Pkinase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DL2","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL004133","AAEL004133-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EZ8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003619","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter","Unusual broad substrate spectrum amino acid:sodium cotransporter that promotes absorption of the D isomers of essential amino acids. Neutral amino acids are the preferred substrates, especially methionine and phenylalanine","amino acid import across plasma membrane","amino acid:sodium symporter activity; L-amino acid transmembrane transporter activity; metal ion binding","Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family",NA,"SNF","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F07","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003609","AAEL003609-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F08","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003592","AAEL003592-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F44","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003564","AAEL003564-PA.","L-serine deaminase",NA,"isoleucine biosynthetic process; L-serine catabolic process; threonine catabolic process","L-serine ammonia-lyase activity; threonine deaminase activity","Threonine dehydratase",NA,"PALP","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FX3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003267","AAEL003267-PA.",NA,NA,"autophagosome-lysosome fusion",NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FY6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003252","AAEL003252-PA.",NA,NA,NA,NA,NA,"PLEKHA5","PH","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G69","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003169","AAEL003169-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G70","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003167","AAEL003167-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GF2","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL003109","AAEL003109-PA.","GB1/RHD3-type G domain-containing protein",NA,NA,"GTP binding; GTPase activity","Guanylate-binding protein, N-terminal domain","ATL2","GBP,GBP_C","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GK3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL002967","AAEL002967-PA.","palmitoyl-protein hydrolase",NA,NA,"palmitoyl-(protein) hydrolase activity","Dienelactone hydrolase family","ABHD17B","Hydrolase_4","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GP3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL002938","Skd/vacuolar sorting; Belongs to the AAA ATPase family.","vesicle-fusing ATPase",NA,"cell division; endosomal transport; protein transport; vacuole organization","ATP binding; ATP hydrolysis activity","Belongs to the AAA ATPase family","VPS4A","AAA,MIT,Vps4_C","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GP4","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL002936","AAEL002936-PA.",NA,NA,"endoplasmic reticulum membrane organization; endoplasmic reticulum-plasma membrane tethering","FFAT motif binding","MSP (Major sperm protein) domain","VAPA","Motile_Sperm","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GS0","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL002913","AAEL002913-PA.",NA,NA,"fatty acid beta-oxidation; long-chain fatty acid import into peroxisome; peroxisome organization; very long-chain fatty acid catabolic process","ABC-type transporter activity; ATP binding; ATP hydrolysis activity; long-chain fatty acid transmembrane transporter activity","ABC transporter transmembrane region 2","ABCD3","ABC_membrane_2,ABC_tran","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17H51","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL002813","ATP synthase-coupling factor 6, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain; Belongs to the eukaryotic ATPase subunit F6 family.","ATP synthase-coupling factor 6, mitochondrial","Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain","proton motive force-driven ATP synthesis","proton transmembrane transporter activity","Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain","ATP5J","ATP-synt_F6","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HA9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL002754","AAEL002754-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","KIRREL","C2-set_2,I-set,Ig_2,Ig_3,ig","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HS6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL002594","AAEL002594-PA.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","P21-Rho-binding domain","PAK3","PBD,Pkinase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IA0","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL002411","AAEL002411-PA.",NA,NA,"positive regulation of Wnt signaling pathway","signaling receptor activity","Renin receptor-like protein","ATP6AP2","Renin_r","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K23","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL001798","AAEL001798-PA.",NA,NA,NA,NA,"Protein tyrosine serine threonine phosphatase activity. It is involved in the biological process described with protein dephosphorylation","PTP4A1","DSPc,Y_phosphatase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K92","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL001755","AAEL001755-PA.",NA,NA,NA,"calcium ion binding","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","RHBDL3","EF-hand_7,Rhomboid","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K93","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL001749","Rhomboid-like protein; Belongs to the peptidase S54 family.","Peptidase S54 rhomboid domain-containing protein",NA,NA,"serine-type endopeptidase activity","Rhomboid family","RHBDL3","EF-hand_7,Rhomboid","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
