"Gene ID","source_id","Organism","Gene Name or Symbol","Transcript Product Description","UniProt ID(s)"
"AAEL011633","AAEL011633-RA","Aedes aegypti LVP_AGWG","N/A","fibrinogen and fibronectin","A0A1S4FU54,Q16PI8"
"AAEL011634","AAEL011634-RA","Aedes aegypti LVP_AGWG","N/A","fibrinogen and fibronectin","A0A0N8ES67,A0A1S4FUA0,Q16PI7"
"AAEL011635","AAEL011635-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PH9,Q171I0"
"AAEL011636","AAEL011636-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FTX3,Q16PH7"
"AAEL011637","AAEL011637-RA","Aedes aegypti LVP_AGWG","N/A","fms interacting protein","Q16PI2"
"AAEL011638","AAEL011638-RA","Aedes aegypti LVP_AGWG","N/A","Cyclic-nucleotide-gated cation channel [Source:UniProtKB/TrEMBL;Acc:A0A1S4FU57]","A0A1S4FU57,Q16PH4"
"AAEL011639","AAEL011639-RA","Aedes aegypti LVP_AGWG","N/A","WAP four-disulfide core domain protein 2 precursor, putative","Q16PH2"
"AAEL011641","AAEL011641-RA","Aedes aegypti LVP_AGWG","N/A","transferrin","Q16PI3"
"AAEL011642","AAEL011642-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0N8ES80,Q16PH3"
"AAEL011643","AAEL011643-RA","Aedes aegypti LVP_AGWG","N/A","homothorax homeobox protein","A0A1S4FU61,Q16PH1"
"AAEL011644","AAEL011644-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011645","AAEL011645-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PG5"
"AAEL011648","AAEL011648-RA","Aedes aegypti LVP_AGWG","N/A","cyclin d","Q16PG7"
"AAEL011649","AAEL011649-RA","Aedes aegypti LVP_AGWG","N/A","DNA polymerase theta","A0A1S4FUB3"
"AAEL011649","AAEL011649-RB","Aedes aegypti LVP_AGWG","N/A","DNA polymerase theta","Q16PG6"
"AAEL011650","AAEL011650-RA","Aedes aegypti LVP_AGWG","N/A","coatomer, gamma-subunit, putative","Q16PF3"
"AAEL011650","AAEL011650-RB","Aedes aegypti LVP_AGWG","N/A","coatomer, gamma-subunit, putative","N/A"
"AAEL011650","AAEL011650-RC","Aedes aegypti LVP_AGWG","N/A","coatomer, gamma-subunit, putative","N/A"
"AAEL011650","AAEL011650-RD","Aedes aegypti LVP_AGWG","N/A","coatomer, gamma-subunit, putative","N/A"
"AAEL011650","AAEL011650-RE","Aedes aegypti LVP_AGWG","N/A","coatomer, gamma-subunit, putative","N/A"
"AAEL011651","AAEL011651-RA","Aedes aegypti LVP_AGWG","N/A","L-caldesmon, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTY8]","A0A0P6IU62,A0A1S4FTY8,Q16PE9"
"AAEL011651","AAEL011651-RB","Aedes aegypti LVP_AGWG","N/A","L-caldesmon, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTY8]","A0A1S4FTY8"
"AAEL011652","AAEL011652-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011652","AAEL011652-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PG3"
"AAEL011653","AAEL011653-RA","Aedes aegypti LVP_AGWG","N/A","thyroid hormone receptor interactor","Q16PE8"
"AAEL011654","AAEL011654-RA","Aedes aegypti LVP_AGWG","N/A","cationic amino acid transporter","Q16PF2"
"AAEL011654","AAEL011654-RB","Aedes aegypti LVP_AGWG","N/A","cationic amino acid transporter","Q16PF2"
"AAEL011654","AAEL011654-RC","Aedes aegypti LVP_AGWG","N/A","cationic amino acid transporter","N/A"
"AAEL011655","AAEL011655-RA","Aedes aegypti LVP_AGWG","N/A","aspartyl-tRNA synthetase","Q16PG0"
"AAEL011656","AAEL011656-RA","Aedes aegypti LVP_AGWG","RpS15","40S ribosomal protein S15 [Source:UniProtKB/TrEMBL;Acc:Q16PF7]","Q16PF7,Q5QC93"
"AAEL011657","AAEL011657-RA","Aedes aegypti LVP_AGWG","N/A","importin alpha","Q16PF9"
"AAEL011658","AAEL011658-RA","Aedes aegypti LVP_AGWG","N/A","plasma glutamate carboxypeptidase","A0A1S4FU78,Q16PF1"
"AAEL011659","AAEL011659-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PG4"
"AAEL011661","AAEL011661-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PF6"
"AAEL011662","AAEL011662-RA","Aedes aegypti LVP_AGWG","N/A","plasma glutamate carboxypeptidase","Q16PF0"
"AAEL011663","AAEL011663-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011663","AAEL011663-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU82,Q16PG2"
"AAEL011663","AAEL011663-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011664","AAEL011664-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUC7"
"AAEL011664","AAEL011664-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUC7,Q16PF5"
"AAEL011664","AAEL011664-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011664","AAEL011664-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011665","AAEL011665-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q1HQK9,Q1HQL0"
"AAEL011666","AAEL011666-RA","Aedes aegypti LVP_AGWG","mRpL41","mitochondrial ribosomal protein, L41, putative","Q16PG1"
"AAEL011667","AAEL011667-RB","Aedes aegypti LVP_AGWG","N/A","cir","Q1DH48"
"AAEL011677","AAEL011677-RA","Aedes aegypti LVP_AGWG","N/A","AMP dependent coa ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4G2Y4]","A0A1S4G2Y4,Q16FR4,Q16PD8"
"AAEL011677","AAEL011677-RB","Aedes aegypti LVP_AGWG","N/A","AMP dependent coa ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4G2Y4]","N/A"
"AAEL011680","AAEL011680-RB","Aedes aegypti LVP_AGWG","GPRNNA9","GPCR Orphan/Putative Class A Family","G3JWZ1,J9HJ96,J9HYL2,J9HZN9,U5N0U6"
"AAEL011680","AAEL011680-RC","Aedes aegypti LVP_AGWG","GPRNNA9","GPCR Orphan/Putative Class A Family","A0A1S4FA57"
"AAEL011684","AAEL011684-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUA2,Q16PC0"
"AAEL011685","AAEL011685-RA","Aedes aegypti LVP_AGWG","N/A","ARL2_Bind_BART domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FUE4]","A0A1S4FUE4,Q16PB7"
"AAEL011687","AAEL011687-RA","Aedes aegypti LVP_AGWG","N/A","alternative splicing type 3 and, putative","Q16PD4,Q16SD8"
"AAEL011688","AAEL011688-RA","Aedes aegypti LVP_AGWG","N/A","cpg binding protein","Q16PD3,Q16SD9"
"AAEL011690","AAEL011690-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FTY7,Q16PC4"
"AAEL011691","AAEL011691-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU26,Q16PC5,Q17FH3"
"AAEL011693","AAEL011693-RA","Aedes aegypti LVP_AGWG","N/A","mitotic control protein dis3","A0A1S4FUB0,Q16PB6"
"AAEL011696","AAEL011696-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU31,Q16PD1,Q16SE1"
"AAEL011697","AAEL011697-RA","Aedes aegypti LVP_AGWG","N/A","glycerol kinase","A0A1S4FTX9,Q16PC1"
"AAEL011698","AAEL011698-RA","Aedes aegypti LVP_AGWG","N/A","mRNA (guanine-7-)methyltransferase","A0A1S4FUB6"
"AAEL011698","AAEL011698-RB","Aedes aegypti LVP_AGWG","N/A","mRNA (guanine-7-)methyltransferase","A0A1S4FUB6"
"AAEL011698","AAEL011698-RC","Aedes aegypti LVP_AGWG","N/A","mRNA (guanine-7-)methyltransferase","A0A1S4FUB6"
"AAEL011700","AAEL011700-RA","Aedes aegypti LVP_AGWG","N/A","phosphatidylinositol glycan, class c","A0A1S4FTZ7,Q16PB0"
"AAEL011701","AAEL011701-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PB1"
"AAEL011701","AAEL011701-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011702","AAEL011702-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PA3"
"AAEL011703","AAEL011703-RC","Aedes aegypti LVP_AGWG","N/A","NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]","Q16PA6"
"AAEL011703","AAEL011703-RD","Aedes aegypti LVP_AGWG","N/A","NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]","Q16PA6"
"AAEL011703","AAEL011703-RE","Aedes aegypti LVP_AGWG","N/A","NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]","Q16PA6"
"AAEL011703","AAEL011703-RF","Aedes aegypti LVP_AGWG","N/A","NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]","Q16PA6"
"AAEL011703","AAEL011703-RG","Aedes aegypti LVP_AGWG","N/A","NAD kinase 2, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q16PA6]","Q16PA6"
"AAEL011705","AAEL011705-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU41"
"AAEL011705","AAEL011705-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PA8"
"AAEL011705","AAEL011705-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PA8"
"AAEL011705","AAEL011705-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PA8"
"AAEL011707","AAEL011707-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUC8,Q16PA9"
"AAEL011707","AAEL011707-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011708","AAEL011708-RA","Aedes aegypti LVP_AGWG","N/A","heat shock protein","A0A1S4FUH2,Q16FA6"
"AAEL011709","AAEL011709-RB","Aedes aegypti LVP_AGWG","N/A","diacylglycerol kinase, epsilon","A0A1S4FU05,Q16PA7"
"AAEL011710","AAEL011710-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PA2"
"AAEL011711","AAEL011711-RA","Aedes aegypti LVP_AGWG","N/A","nascent polypeptide associated complex alpha subunit (nac alpha)","Q0IEK4,Q16PA5"
"AAEL011714","AAEL011714-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16PB3"
"AAEL011715","AAEL011715-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU51,Q16PA4"
"AAEL011716","AAEL011716-RA","Aedes aegypti LVP_AGWG","N/A","tartan","Q16P98,Q177L1"
"AAEL011718","AAEL011718-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUI2,Q16GH1,Q16P89"
"AAEL011719","AAEL011719-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU15,Q16GG9,Q16P91"
"AAEL011727","AAEL011727-RA","Aedes aegypti LVP_AGWG","N/A","Molybdenum cofactor sulfurase 2 (MoCo sulfurase 2)(MOS 2)(EC 4.4.-.-)(Protein maroon-like 2)(Ma-l 2)","Q16P87"
"AAEL011727","AAEL011727-RB","Aedes aegypti LVP_AGWG","N/A","Molybdenum cofactor sulfurase 2 (MoCo sulfurase 2)(MOS 2)(EC 4.4.-.-)(Protein maroon-like 2)(Ma-l 2)","N/A"
"AAEL011728","AAEL011728-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6J5H2,A0A1S4G324,Q16FK8,Q16IH0,Q16P88"
"AAEL011728","AAEL011728-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011728","AAEL011728-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011728","AAEL011728-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011728","AAEL011728-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011730","AAEL011730-RA","Aedes aegypti LVP_AGWG","N/A","odorant-binding protein 99c, putative","A0A1S4FU09,Q16P85"
"AAEL011731","AAEL011731-RA","Aedes aegypti LVP_AGWG","N/A","metalloprotease","A0A1S4FUE7,Q16F53,Q16P73"
"AAEL011732","AAEL011732-RB","Aedes aegypti LVP_AGWG","N/A","prip interacting protein. pimt","Q16P75"
"AAEL011733","AAEL011733-RB","Aedes aegypti LVP_AGWG","N/A","transcription elongation regulator 1 (ca150)","Q16P84"
"AAEL011736","AAEL011736-RA","Aedes aegypti LVP_AGWG","N/A","cyclohex-1-ene-1-carboxyl-CoA hydratase, putative","Q16P81"
"AAEL011737","AAEL011737-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P68"
"AAEL011737","AAEL011737-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011738","AAEL011738-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P65"
"AAEL011739","AAEL011739-RB","Aedes aegypti LVP_AGWG","N/A","MAFF protein, putative","A0A1S4FU19,A0A1S4FU72,Q16P76"
"AAEL011739","AAEL011739-RC","Aedes aegypti LVP_AGWG","N/A","MAFF protein, putative","A0A0P6IVW8,Q16P77"
"AAEL011740","AAEL011740-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4G2U9,Q16F54,Q16P74"
"AAEL011741","AAEL011741-RC","Aedes aegypti LVP_AGWG","GSTS1","glutathione transferase","Q16P80"
"AAEL011741","AAEL011741-RD","Aedes aegypti LVP_AGWG","GSTS1","glutathione transferase","Q16P79"
"AAEL011741","AAEL011741-RE","Aedes aegypti LVP_AGWG","GSTS1","glutathione transferase","N/A"
"AAEL011741","AAEL011741-RF","Aedes aegypti LVP_AGWG","GSTS1","glutathione transferase","N/A"
"AAEL011742","AAEL011742-RA","Aedes aegypti LVP_AGWG","N/A","eukaryotic peptide chain release factor subunit","Q16P70"
"AAEL011742","AAEL011742-RB","Aedes aegypti LVP_AGWG","N/A","eukaryotic peptide chain release factor subunit","Q16P70"
"AAEL011742","AAEL011742-RC","Aedes aegypti LVP_AGWG","N/A","eukaryotic peptide chain release factor subunit","Q16P70"
"AAEL011742","AAEL011742-RD","Aedes aegypti LVP_AGWG","N/A","eukaryotic peptide chain release factor subunit","N/A"
"AAEL011743","AAEL011743-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU24,Q16P67"
"AAEL011743","AAEL011743-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P66"
"AAEL011744","AAEL011744-RA","Aedes aegypti LVP_AGWG","N/A","DEAD box ATP-dependent RNA helicase","Q16P64"
"AAEL011744","AAEL011744-RB","Aedes aegypti LVP_AGWG","N/A","DEAD box ATP-dependent RNA helicase","Q16P64"
"AAEL011745","AAEL011745-RA","Aedes aegypti LVP_AGWG","N/A","trisn small nuclear ribonucleoprotein, putative","Q16P69"
"AAEL011746","AAEL011746-RB","Aedes aegypti LVP_AGWG","skap","succinyl-CoA ligase beta subunit","A0A1S4FU40,Q16P83"
"AAEL011746","AAEL011746-RC","Aedes aegypti LVP_AGWG","skap","succinyl-CoA ligase beta subunit","Q16P82"
"AAEL011748","AAEL011748-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P54,Q1HQH3"
"AAEL011750","AAEL011750-RA","Aedes aegypti LVP_AGWG","N/A","actin","Q16P63"
"AAEL011750","AAEL011750-RB","Aedes aegypti LVP_AGWG","N/A","actin","N/A"
"AAEL011751","AAEL011751-RB","Aedes aegypti LVP_AGWG","N/A","ccar1","Q16P60"
"AAEL011752","AAEL011752-RA","Aedes aegypti LVP_AGWG","GSTI1","glutathione transferase","A0A0P6IV28,Q16P53"
"AAEL011753","AAEL011753-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0D3QFS8,A0A1S4FUL7,Q16P61"
"AAEL011754","AAEL011754-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011756","AAEL011756-RA","Aedes aegypti LVP_AGWG","N/A","aldehyde dehydrogenase","Q16P57"
"AAEL011756","AAEL011756-RB","Aedes aegypti LVP_AGWG","N/A","aldehyde dehydrogenase","Q16P57"
"AAEL011757","AAEL011757-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P58"
"AAEL011757","AAEL011757-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011758","AAEL011758-RA","Aedes aegypti LVP_AGWG","N/A","peptidyl-prolyl cis-trans isomerase f, ppif","Q16P59,Q1HRR9"
"AAEL011761","AAEL011761-RA","Aedes aegypti LVP_AGWG","CYP325M5","cytochrome P450","A0A1S4FUM7,Q16P40"
"AAEL011763","AAEL011763-RA","Aedes aegypti LVP_AGWG","PPO3","prophenoloxidase","Q16P46,Q8WSI5"
"AAEL011764","AAEL011764-RA","Aedes aegypti LVP_AGWG","PPO10","prophenoloxidase","A0A1S4FU48,Q16P45"
"AAEL011765","AAEL011765-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUI3,Q16P44"
"AAEL011766","AAEL011766-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUN2,Q16P47"
"AAEL011766","AAEL011766-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011768","AAEL011768-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU55,Q16P49"
"AAEL011770","AAEL011770-RA","Aedes aegypti LVP_AGWG","CYP325L1","cytochrome P450","Q16P41"
"AAEL011771","AAEL011771-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FU67,Q16P48"
"AAEL011772","AAEL011772-RA","Aedes aegypti LVP_AGWG","N/A","DNA repair protein rad50","A0A1S4FUA6"
"AAEL011774","AAEL011774-RB","Aedes aegypti LVP_AGWG","N/A","sarcolemmal associated protein, putative","Q16P27"
"AAEL011776","AAEL011776-RA","Aedes aegypti LVP_AGWG","N/A","soluble nsf attachment protein (snap)","Q16P33"
"AAEL011777","AAEL011777-RB","Aedes aegypti LVP_AGWG","SRPN8","Serine Protease Inhibitor (serpin)  likely cleavage at K/A.","A0A0N8ERZ9,Q16P31"
"AAEL011777","AAEL011777-RC","Aedes aegypti LVP_AGWG","SRPN8","Serine Protease Inhibitor (serpin)  likely cleavage at K/A.","N/A"
"AAEL011778","AAEL011778-RA","Aedes aegypti LVP_AGWG","N/A","WD-repeat protein","Q16P29"
"AAEL011779","AAEL011779-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011779","AAEL011779-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P36"
"AAEL011779","AAEL011779-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011780","AAEL011780-RA","Aedes aegypti LVP_AGWG","N/A","DNA mismatch repair protein muts","A0A1S4FUJ8,Q16P35"
"AAEL011781","AAEL011781-RA","Aedes aegypti LVP_AGWG","N/A","perixosomal biogenesis factor","Q16P32"
"AAEL011782","AAEL011782-RA","Aedes aegypti LVP_AGWG","N/A","GPN-loop GTPase 2 [Source:UniProtKB/TrEMBL;Acc:Q16P30]","Q16P30"
"AAEL011784","AAEL011784-RA","Aedes aegypti LVP_AGWG","N/A","Alpha(1,3)fucosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FUB7]","A0A1S4FUB7,Q16P34"
"AAEL011786","AAEL011786-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P22"
"AAEL011786","AAEL011786-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011787","AAEL011787-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUC2"
"AAEL011787","AAEL011787-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P23,Q16P24"
"AAEL011788","AAEL011788-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P16"
"AAEL011789","AAEL011789-RC","Aedes aegypti LVP_AGWG","N/A","Probable citrate synthase 2, mitochondrial Precursor (EC 2.3.3.1)","Q16P20,Q17GM7"
"AAEL011789","AAEL011789-RD","Aedes aegypti LVP_AGWG","N/A","Probable citrate synthase 2, mitochondrial Precursor (EC 2.3.3.1)","Q16P20"
"AAEL011790","AAEL011790-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P18,Q17GM9"
"AAEL011791","AAEL011791-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUQ8,Q16P19,Q17GM8"
"AAEL011793","AAEL011793-RB","Aedes aegypti LVP_AGWG","N/A","aspartyl beta-hydroxylase, putative","Q16P21"
"AAEL011793","AAEL011793-RC","Aedes aegypti LVP_AGWG","N/A","aspartyl beta-hydroxylase, putative","N/A"
"AAEL011794","AAEL011794-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16ME2,Q16P17"
"AAEL011794","AAEL011794-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P17"
"AAEL011797","AAEL011797-RA","Aedes aegypti LVP_AGWG","N/A","venom allergen","Q16P09"
"AAEL011798","AAEL011798-RA","Aedes aegypti LVP_AGWG","N/A","allergen, putative","Q16P07"
"AAEL011799","AAEL011799-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6IUJ7,Q16P10"
"AAEL011801","AAEL011801-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P13"
"AAEL011803","AAEL011803-RA","Aedes aegypti LVP_AGWG","N/A","prohibitin, putative","Q16P12"
"AAEL011803","AAEL011803-RB","Aedes aegypti LVP_AGWG","N/A","prohibitin, putative","N/A"
"AAEL011803","AAEL011803-RC","Aedes aegypti LVP_AGWG","N/A","prohibitin, putative","N/A"
"AAEL011803","AAEL011803-RD","Aedes aegypti LVP_AGWG","N/A","prohibitin, putative","N/A"
"AAEL011803","AAEL011803-RE","Aedes aegypti LVP_AGWG","N/A","prohibitin, putative","N/A"
"AAEL011803","AAEL011803-RF","Aedes aegypti LVP_AGWG","N/A","prohibitin, putative","N/A"
"AAEL011803","AAEL011803-RG","Aedes aegypti LVP_AGWG","N/A","prohibitin, putative","N/A"
"AAEL011805","AAEL011805-RB","Aedes aegypti LVP_AGWG","N/A","zinc finger protein","A0A0P6J5J4,Q16NZ3"
"AAEL011807","AAEL011807-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16NZ0,Q16NZ1,Q16NZ2"
"AAEL011808","AAEL011808-RB","Aedes aegypti LVP_AGWG","N/A","glucose dehydrogenase","N/A"
"AAEL011809","AAEL011809-RB","Aedes aegypti LVP_AGWG","N/A","glucose dehydrogenase","A0A1S4FUA7,Q16P01,Q16P02"
"AAEL011809","AAEL011809-RC","Aedes aegypti LVP_AGWG","N/A","glucose dehydrogenase","A0A1S4FUE0"
"AAEL011810","AAEL011810-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011810","AAEL011810-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P00"
"AAEL011811","AAEL011811-RA","Aedes aegypti LVP_AGWG","N/A","DNA replication licensing factor MCM3","A0A1S4FUM8,Q16NY8"
"AAEL011812","AAEL011812-RA","Aedes aegypti LVP_AGWG","N/A","gonadotropin inducible transcription factor","A0A1S4F060,A0A1S4FUS7,Q16NZ7,Q17BU0,Q17JS9,Q17JT0"
"AAEL011813","AAEL011813-RA","Aedes aegypti LVP_AGWG","N/A","Uncharacterized protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q1HQY8]","Q16NY9,Q1HQY8"
"AAEL011814","AAEL011814-RA","Aedes aegypti LVP_AGWG","mRpS30","mitochondrial ribosomal protein, S30, putative","A0A1S4FUE6,Q16NZ6"
"AAEL011815","AAEL011815-RA","Aedes aegypti LVP_AGWG","N/A","Poly [ADP-ribose] polymerase [Source:UniProtKB/TrEMBL;Acc:Q16NZ4]","Q16NZ4"
"AAEL011817","AAEL011817-RA","Aedes aegypti LVP_AGWG","N/A","nonsense-mediated mRNA decay protein 1 (rent1)","A0A1S4FUT2,Q16NZ5"
"AAEL011818","AAEL011818-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16P04,Q16ZQ1"
"AAEL011819","AAEL011819-RA","Aedes aegypti LVP_AGWG","N/A","Cohesin loading complex subunit SCC4 homolog","Q16NZ8"
"AAEL011822","AAEL011822-RB","Aedes aegypti LVP_AGWG","N/A","gamma glutamyl transpeptidases","A0A1S4FUT7,Q16NY4,Q1DH00"
"AAEL011825","AAEL011825-RD","Aedes aegypti LVP_AGWG","N/A","aryl hydrocarbon receptor","Q16NY1"
"AAEL011825","AAEL011825-RE","Aedes aegypti LVP_AGWG","N/A","aryl hydrocarbon receptor","A0A1S4FUA8,Q16NX9"
"AAEL011825","AAEL011825-RF","Aedes aegypti LVP_AGWG","N/A","aryl hydrocarbon receptor","Q16NY0"
"AAEL011826","AAEL011826-RA","Aedes aegypti LVP_AGWG","N/A","DUF1741 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FUC6]","A0A1S4FUC6,Q16NY2"
"AAEL011827","AAEL011827-RA","Aedes aegypti LVP_AGWG","N/A","Nucleolar complex protein 3 homolog [Source:UniProtKB/TrEMBL;Acc:Q16NX8]","Q16NX8"
"AAEL011830","AAEL011830-RC","Aedes aegypti LVP_AGWG","N/A","Probable methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase)(EC 4.2.1.109)","N/A"
"AAEL011830","AAEL011830-RD","Aedes aegypti LVP_AGWG","N/A","Probable methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase)(EC 4.2.1.109)","N/A"
"AAEL011830","AAEL011830-RE","Aedes aegypti LVP_AGWG","N/A","Probable methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase)(EC 4.2.1.109)","J9EB46"
"AAEL011830","AAEL011830-RF","Aedes aegypti LVP_AGWG","N/A","Probable methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase)(EC 4.2.1.109)","Q16NX0"
"AAEL011832","AAEL011832-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16NX6"
"AAEL011835","AAEL011835-RA","Aedes aegypti LVP_AGWG","N/A","voltage-gated potassium channel","A0A1S4FUV2,Q16NV9,Q16VR9"
"AAEL011836","AAEL011836-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUD5,Q16NW4,Q16NW5"
"AAEL011836","AAEL011836-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL011837","AAEL011837-RA","Aedes aegypti LVP_AGWG","N/A","cAMP-dependent protein kinase catalytic subunit","A0A1S4FUH0,Q16F70,Q16NW2"
"AAEL011837","AAEL011837-RB","Aedes aegypti LVP_AGWG","N/A","cAMP-dependent protein kinase catalytic subunit","A0A1S4FUH0"
"AAEL011839","AAEL011839-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FUQ7,Q16NW1"
"AAEL011842","AAEL011842-RA","Aedes aegypti LVP_AGWG","N/A","mitochondrial carrier protein","Q16NW0"
"AAEL011848","AAEL011848-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16NV2"
"AAEL011850","AAEL011850-RA","Aedes aegypti LVP_AGWG","CYP315A1","cytochrome P450","A0A0P6IXI5,Q16NV1,Q563C5"
